date,cloud_cover,weather_desc,precip_mm,min_temp,max_temp,wind_speed
2014-04-01,24,Sunny,1.9,8,21,31
2014-04-02,83,"Moderate rain",16.0,4,13,15
2014-04-03,26,"Patchy rain nearby",0.7,4,16,22
2014-04-04,30,"Partly Cloudy",0.1,8,17,20
2014-04-05,47,"Partly Cloudy",1.0,10,22,11
2014-04-06,5,Sunny,0.0,12,25,10
2014-04-07,0,Sunny,0.0,12,25,14
2014-04-08,6,Sunny,0.0,12,27,8
2014-04-09,22,Sunny,0.0,13,27,9
2014-04-10,4,Sunny,0.4,13,28,9
2014-04-11,6,Sunny,0.0,10,25,15
2014-04-12,19,Sunny,1.4,10,25,14
2014-04-13,6,Sunny,0.0,12,26,14
2014-04-14,7,Sunny,0.0,11,27,12
2014-04-15,6,Sunny,0.0,13,27,8
2014-04-16,6,Sunny,0.1,14,28,8
2014-04-17,7,Sunny,0.0,14,29,10
2014-04-18,1,Sunny,0.0,13,30,12
2014-04-19,18,Sunny,0.3,10,25,27
2014-04-20,13,Sunny,0.9,8,20,21
2014-04-21,80,"Light rain shower",5.5,6,17,14
2014-04-22,15,Sunny,0.0,7,20,18
2014-04-23,42,"Partly Cloudy",0.1,8,21,17
2014-04-24,13,"Patchy rain nearby",2.3,4,19,27
2014-04-25,9,Sunny,0.0,6,19,18
2014-04-26,34,"Partly Cloudy",0.6,6,19,27
2014-04-27,10,Sunny,0.0,9,22,18
2014-04-28,17,Sunny,0.0,9,23,17
2014-04-29,4,Sunny,0.0,11,26,12
2014-04-30,8,Sunny,0.0,16,26,12
2014-05-01,8,Sunny,0.0,11,28,12
2014-05-02,4,Sunny,0.0,8,24,16
2014-05-03,3,Sunny,0.0,8,25,14
2014-05-04,14,Sunny,0.0,10,31,13
2014-05-05,2,Sunny,0.0,13,29,8
2014-05-06,5,Sunny,0.0,15,30,15
2014-05-07,49,"Partly Cloudy",0.0,13,29,7
2014-05-08,5,Sunny,0.0,15,31,13
2014-05-09,9,Sunny,0.2,16,32,13
2014-05-10,8,Sunny,0.1,16,31,14
2014-05-11,8,Sunny,0.0,16,29,12
2014-05-12,2,Sunny,0.0,10,29,17
2014-05-13,2,Sunny,0.0,8,27,18
2014-05-14,17,Sunny,0.0,10,29,18
2014-05-15,34,"Partly Cloudy",0.0,11,28,17
2014-05-16,4,Sunny,0.0,8,27,17
2014-05-17,1,Sunny,0.0,10,27,18
2014-05-18,3,Sunny,0.0,12,28,13
2014-05-19,9,Sunny,0.0,9,23,28
2014-05-20,48,"Partly Cloudy",0.0,10,19,19
