date,cloud_cover,weather_desc,precip_mm,min_temp,max_temp
2012-12-17,100,"Light drizzle",2.6,1,5
2012-12-18,70,Cloudy,0.5,3,5
2012-12-19,67,Cloudy,7.2,3,6
2012-12-20,100,"Moderate rain",42.0,2,5
2012-12-21,100,"Light rain",14.4,2,2
2012-12-22,100,"Moderate rain",14.1,4,5
2012-12-23,52,"Patchy light rain",5.4,4,9
2012-12-24,90,"Light drizzle",2.9,2,7
2012-12-25,64,Mist,0.0,3,4
2012-12-26,97,Overcast,2.3,1,5
2012-12-27,100,"Light sleet",8.0,1,4
2012-12-28,76,"Light rain",11.5,8,9
2012-12-29,100,Overcast,0.5,3,9
2012-12-30,24,Sunny,0.3,3,5
2012-12-31,41,"Partly Cloudy",7.4,3,9
2012-01-01,35,"Partly Cloudy",0.3,2,7
2012-01-02,35,"Partly Cloudy",0.9,3,4
2012-01-03,19,Sunny,4.8,2,7
2012-01-04,93,"Light drizzle",5.4,2,6
2012-01-05,0,Sunny,1.1,1,5
2012-01-06,47,"Partly Cloudy",1.5,5,8
2012-01-07,14,Sunny,0.1,5,7
2012-01-08,79,Cloudy,0.0,7,9
2012-01-09,4,Sunny,0.4,3,9
2012-01-10,32,"Partly Cloudy",0.5,6,8
2012-01-11,77,Cloudy,0.7,8,10
2012-01-12,4,Sunny,2.6,2,7
2012-01-13,5,Sunny,0.0,0,4
2012-01-14,26,"Partly Cloudy",0.0,0,4
2012-01-15,19,Sunny,0.0,-1,3
2012-01-16,5,Sunny,0.0,-1,2
2012-01-17,46,"Partly Cloudy",0.0,2,3
2012-01-18,56,"Partly Cloudy",2.3,2,7
2012-01-19,57,"Patchy light drizzle",2.7,2,5
2012-01-20,100,"Light rain",3.7,4,6
2012-01-21,38,"Partly Cloudy",0.2,3,8
2012-01-22,31,"Partly Cloudy",1.7,1,7
2012-01-23,6,Sunny,0.0,1,5
2012-01-24,81,"Light drizzle",6.9,4,5
2012-01-25,70,Cloudy,3.4,3,8
2012-01-26,74,"Light sleet",3.4,-1,3
2012-01-27,34,"Partly Cloudy",0.3,1,3
2012-01-28,51,Sunny,1.3,1,3
2012-01-29,89,"Light drizzle",1.3,-1,3
2012-01-30,5,Sunny,0.0,0,3
2012-01-31,39,"Partly Cloudy",0.0,1,3
2012-02-01,2,Sunny,0.0,-3,3
2012-02-02,35,"Partly Cloudy",0.0,-3,2
2012-02-03,57,"Partly Cloudy",0.0,-2,2
2012-02-04,69,"Patchy light rain",6.0,0,4
2012-02-05,54,"Partly Cloudy",0.0,0,3
2012-02-06,8,Sunny,0.0,-1,5
2012-02-07,7,Sunny,0.0,-3,4
2012-02-08,6,Sunny,0.3,-1,2
2012-02-09,100,"Light drizzle",3.7,2,4
2012-02-10,96,Overcast,0.7,1,3
2012-02-11,60,"Partly Cloudy",0.5,2,5
2012-02-12,39,"Partly Cloudy",0.2,0,6
2012-02-13,39,"Partly Cloudy",0.0,2,6
2012-02-14,45,"Partly Cloudy",0.0,4,8
2012-02-15,22,Sunny,0.0,4,9
2012-02-16,96,"Light drizzle",0.6,3,9
2012-02-17,89,Overcast,0.4,7,8
2012-02-18,11,Sunny,5.9,0,5
2012-02-19,37,"Partly Cloudy",0.1,1,4
2012-02-20,94,"Light drizzle",2.6,7,7
2012-02-21,96,Overcast,0.8,7,10
2012-02-22,72,"Patchy light rain",1.9,7,11
2012-02-23,80,"Light drizzle",1.1,7,12
2012-02-24,6,Sunny,0.3,4,8
2012-02-25,91,"Light rain shower",0.7,5,8
2012-02-26,76,Cloudy,1.3,8,10
2012-02-27,62,"Patchy light rain",3.6,9,11
2012-02-28,87,Cloudy,0.1,7,14
2012-03-01,67,Cloudy,0.8,7,11
2012-03-02,86,Cloudy,1.4,3,11
2012-03-03,61,"Patchy light drizzle",0.4,2,9
2012-03-04,45,"Partly Cloudy",4.9,-1,5
2012-03-05,4,Sunny,0.0,1,9
2012-03-06,100,Overcast,0.9,7,8
2012-03-07,69,"Light rain shower",2.4,2,7
2012-03-08,83,Cloudy,0.5,7,9
2012-03-09,78,Cloudy,0.9,5,12
2012-03-10,66,Cloudy,0.3,5,11
2012-03-11,68,Cloudy,0.0,5,13
2012-03-12,48,"Partly Cloudy",0.0,3,12
2012-03-13,2,Sunny,0.0,3,12
2012-03-14,0,Sunny,0.0,4,14
2012-03-15,87,Cloudy,0.2,4,11
2012-03-16,77,Cloudy,0.7,3,11
2012-03-17,51,"Partly Cloudy",0.1,1,9
2012-03-18,21,Sunny,0.2,2,10
2012-03-19,74,Cloudy,0.1,8,9
2012-03-20,59,"Partly Cloudy",0.4,5,11
2012-03-21,64,Cloudy,0.0,3,12
2012-03-22,11,Sunny,0.0,3,13
2012-03-23,77,Cloudy,0.1,5,13
2012-03-24,26,"Partly Cloudy",0.0,6,16
2012-03-25,16,Sunny,0.0,8,20
2012-03-26,0,Sunny,0.0,8,20
2012-03-27,5,Sunny,0.0,7,19
2012-03-28,1,Sunny,0.0,5,16
2012-03-29,10,Sunny,0.0,5,16
2012-03-30,11,Sunny,0.0,6,14
2012-03-31,6,Sunny,0.0,5,11
