date,cloud_cover,weather_desc,precip_mm,min_temp,max_temp,wind_speed
2013-04-01,11,"Moderate or heavy rain shower",24.8,16,24,9
2013-04-02,7,Sunny,2.8,16,26,8
2013-04-03,7,Sunny,5.9,17,26,12
2013-04-04,4,"Patchy rain nearby",8.5,17,25,15
2013-04-05,0,Sunny,0.0,16,26,13
2013-04-06,0,Sunny,0.0,17,26,12
2013-04-07,2,Sunny,0.0,17,27,10
2013-04-08,5,"Patchy rain nearby",1.6,19,27,8
2013-04-09,11,Sunny,0.8,19,28,6
2013-04-10,15,Sunny,2.6,19,27,12
2013-04-11,20,"Patchy rain nearby",22.8,18,26,13
2013-04-12,7,"Moderate or heavy rain shower",23.4,19,26,12
2013-04-13,11,"Moderate or heavy rain shower",20.5,19,26,10
2013-04-14,6,Sunny,10.8,17,27,11
2013-04-15,24,"Moderate or heavy rain shower",38.8,16,24,11
2013-04-16,47,"Moderate or heavy rain shower",39.1,16,22,5
2013-04-17,49,"Moderate or heavy rain shower",22.7,15,21,6
2013-04-18,24,"Moderate or heavy rain shower",19.8,14,22,9
2013-04-19,13,"Patchy rain nearby",11.0,18,25,6
2013-04-20,12,"Patchy rain nearby",8.8,17,24,7
2013-04-21,14,"Patchy rain nearby",14.9,17,24,6
2013-04-22,34,"Patchy rain nearby",6.1,14,24,6
2013-04-23,34,"Patchy rain nearby",14.1,15,23,5
2013-04-24,17,"Patchy rain nearby",12.7,15,24,5
2013-04-25,11,"Patchy rain nearby",8.8,17,26,6
2013-04-26,31,"Patchy rain nearby",18.2,18,26,6
2013-04-27,21,"Patchy rain nearby",18.7,19,27,10
2013-04-28,24,"Patchy rain nearby",15.9,19,25,8
2013-04-29,22,"Patchy rain nearby",14.1,19,27,8
2013-04-30,23,"Patchy rain nearby",9.2,20,26,8
2013-05-01,25,"Patchy rain nearby",24.4,19,24,10
2013-05-02,35,"Patchy rain nearby",17.5,19,22,12
2013-05-03,53,"Light rain shower",22.3,19,22,11
2013-05-04,19,"Patchy rain nearby",24.3,16,24,9
2013-05-05,36,"Moderate or heavy rain shower",31.2,16,23,8
2013-05-06,46,"Moderate or heavy rain shower",29.9,15,21,9
2013-05-07,79,"Moderate or heavy rain shower",21.3,16,19,5
2013-05-08,37,"Patchy rain nearby",25.6,18,21,6
2013-05-09,40,"Moderate or heavy rain shower",24.1,19,22,7
2013-05-10,40,"Moderate or heavy rain shower",30.9,19,24,6
2013-05-11,61,"Light rain shower",19.3,19,23,6
2013-05-12,67,"Light rain shower",26.6,19,23,9
2013-05-13,69,"Light rain shower",20.0,19,23,8
2013-05-14,12,Sunny,10.5,16,24,6
2013-05-15,26,"Partly Cloudy ",4.0,16,27,4
2013-05-16,100,"Heavy rain",98.4,17,19,12
2013-05-17,25,"Patchy rain nearby",10.3,19,22,9
2013-05-18,17,"Patchy rain nearby",18.0,20,25,8
2013-05-19,90,"Heavy rain",25.0,19,22,6
2013-05-20,47,"Patchy rain nearby",9.5,19,24,6
2013-05-21,48,"Partly Cloudy ",10.1,19,27,7
2013-05-22,46,"Partly Cloudy ",17.9,18,27,8
2013-05-23,77,"Light rain shower",30.2,18,22,8
2013-05-24,95,"Light rain",32.7,19,20,4
2013-05-25,83,"Moderate rain",16.2,20,24,5
2013-05-26,76,"Light rain shower",9.2,20,24,6
2013-05-27,54,"Light rain shower",42.9,21,25,5
2013-05-28,59,"Moderate rain at times",44.5,21,22,4
2013-05-29,76,"Light rain",22.5,18,26,8
2013-05-30,50,"Partly Cloudy ",16.2,18,22,11
2013-05-31,18,Sunny,1.6,16,25,12
2013-06-01,23,Sunny,2.7,20,26,7
2013-06-02,62,"Light rain shower",11.1,19,27,5
2013-06-03,36,"Patchy rain nearby",9.1,21,28,5
2013-06-04,67,"Light rain shower",27.3,20,27,6
2013-06-05,67,"Light rain shower",26.5,19,28,6
2013-06-06,80,"Light rain shower",18.5,21,23,7
2013-06-07,83,"Light rain shower",21.0,19,24,8
2013-06-08,100,"Heavy rain",123.3,19,22,6
2013-06-09,100,"Heavy rain",50.4,21,23,5
2013-06-10,68,"Patchy light drizzle",7.9,23,25,5
2013-06-11,73,"Light rain shower",9.0,19,28,7
2013-06-12,4,Sunny,0.1,21,30,8
2013-06-13,12,Sunny,13.9,22,30,5
2013-06-14,83,"Light rain shower",12.5,21,26,5
2013-06-15,51,"Light rain shower",13.7,21,25,7
2013-06-16,42,"Light rain shower",18.9,20,24,7
2013-06-17,38,"Patchy rain nearby",22.5,21,27,7
2013-06-18,54,"Light rain shower",13.9,19,25,8
2013-06-19,80,"Moderate rain",19.4,21,23,7
2013-06-20,90,"Light rain",21.5,21,24,7
2013-06-21,91,"Light rain",10.2,20,24,4
2013-06-22,55,"Light rain shower",10.3,21,26,5
2013-06-23,81,"Light rain shower",17.0,22,26,6
2013-06-24,74,"Light rain shower",28.7,19,26,9
2013-06-25,85,"Moderate rain",18.2,19,23,10
2013-06-26,92,"Light rain",6.5,18,23,10
2013-06-27,100,"Moderate rain",59.7,18,21,12
2013-06-28,91,"Light drizzle",13.5,18,22,10
2013-06-29,94,"Moderate rain",28.1,19,20,10
2013-06-30,100,"Moderate rain",29.3,20,22,8
2013-07-01,47,"Partly Cloudy ",8.9,19,24,8
2013-07-02,87,"Light rain",12.7,19,23,7
2013-07-03,73,"Patchy light rain",13.0,19,23,8
2013-07-04,96,"Moderate rain",33.0,19,23,8
2013-07-05,48,"Patchy rain nearby",11.9,19,24,7
2013-07-06,100,"Heavy rain",63.9,19,22,7
2013-07-07,90,"Light rain shower",20.1,20,23,9
2013-07-08,100,"Moderate rain",14.9,18,23,10
2013-07-09,90,"Light rain",11.2,18,22,9
2013-07-10,67,"Patchy light drizzle",9.9,20,22,9
2013-07-11,54,"Light rain shower",16.4,18,26,8
2013-07-12,90,"Light rain",17.1,20,23,8
2013-07-13,89,"Light rain",9.4,19,23,7
2013-07-14,87,"Cloudy ",5.4,20,26,7
2013-07-15,78,"Light rain shower",10.5,20,26,6
2013-07-16,77,"Moderate rain",48.2,19,25,6
2013-07-17,89,"Moderate rain",19.4,18,22,9
2013-07-18,97,"Light rain",12.2,19,22,9
2013-07-19,73,"Light rain shower",14.9,20,25,5
2013-07-20,55,"Patchy light drizzle",6.9,21,26,6
2013-07-21,90,"Light rain",16.9,20,24,6
2013-07-22,92,"Light rain",15.7,20,23,4
2013-07-23,75,"Light rain shower",17.2,23,28,5
2013-07-24,51,"Light rain shower",18.1,20,28,8
2013-07-25,43,"Patchy rain nearby",17.0,20,25,7
2013-07-26,65,"Light rain shower",12.0,18,26,7
2013-07-27,99,"Light rain",66.1,19,21,9
2013-07-28,100,"Moderate rain",21.0,20,23,8
2013-07-29,54,"Light rain shower",12.1,21,26,5
2013-07-30,20,"Patchy light rain in area with thunder",18.4,20,27,6
2013-07-31,55,"Partly Cloudy ",19.5,21,27,7
2013-08-01,86,"Light rain",13.1,18,22,7
2013-08-02,100,"Heavy rain",24.3,20,23,6
2013-08-03,71,"Light rain shower",10.1,21,25,5
2013-08-04,49,"Patchy rain nearby",25.8,19,27,6
2013-08-05,100,"Heavy rain",117.1,18,22,6
2013-08-06,100,"Heavy rain",33.6,18,21,7
2013-08-07,100,"Heavy rain",97.6,18,21,9
2013-08-08,90,"Light rain",19.6,19,22,9
2013-08-09,100,"Heavy rain",53.5,19,21,6
2013-08-10,74,"Light rain shower",18.6,19,26,7
2013-08-11,100,"Heavy rain",123.3,19,20,5
2013-08-12,98,"Moderate rain",19.3,19,22,5
2013-08-13,100,"Heavy rain",45.7,19,23,4
2013-08-14,99,"Moderate rain",85.6,18,22,6
2013-08-15,93,"Moderate rain",34.5,18,22,6
2013-08-16,100,"Heavy rain",56.1,19,23,8
2013-08-17,45,"Patchy rain nearby",20.7,20,29,4
2013-08-18,44,"Patchy light drizzle",29.0,19,28,6
2013-08-19,47,"Light rain shower",32.0,20,28,7
2013-08-20,74,"Patchy light drizzle",16.5,20,26,6
2013-08-21,100,"Moderate rain",11.5,19,25,5
2013-08-22,80,"Light rain shower",11.5,20,29,7
2013-08-23,66,"Light rain shower",8.7,21,27,7
2013-08-24,99,"Moderate rain",21.2,21,27,6
2013-08-25,59,"Light rain shower",10.7,22,28,6
2013-08-26,100,"Moderate rain",26.5,19,25,3
2013-08-27,100,"Light rain",59.0,18,25,6
2013-08-28,90,"Light rain",7.7,19,26,9
2013-08-29,78,"Light drizzle",5.0,19,25,10
2013-08-30,78,"Light rain",13.2,19,26,8
2013-08-31,95,"Moderate rain",16.5,19,26,8
2013-09-01,80,"Light rain",11.2,19,26,9
2013-09-02,100,"Moderate rain",29.2,18,23,9
2013-09-03,100,"Moderate rain",54.1,17,21,10
2013-09-04,98,"Moderate rain",20.7,18,22,9
2013-09-05,63,"Cloudy ",2.8,19,24,10
2013-09-06,42,"Partly Cloudy ",5.5,19,28,7
2013-09-07,45,"Patchy rain nearby",9.6,18,28,4
2013-09-08,69,"Light rain shower",12.9,18,24,4
2013-09-09,100,"Light rain",46.9,18,24,5
2013-09-10,42,"Partly Cloudy ",11.6,19,27,4
2013-09-11,78,"Light rain",9.1,20,25,3
2013-09-12,42,"Light rain shower",15.7,20,28,4
2013-09-13,16,"Moderate or heavy rain shower",37.6,20,29,4
2013-09-14,24,"Torrential rain shower",63.8,21,29,3
2013-09-15,42,"Light rain shower",25.8,18,26,5
2013-09-16,99,"Moderate rain",14.2,20,24,6
2013-09-17,76,"Moderate rain",22.8,21,24,4
2013-09-18,60,"Light rain shower",16.6,21,28,6
