date,cloud_cover,weather_desc,precip_mm,min_temp,max_temp,wind_speed
2012-04-01,5,Sunny,0.0,6,22,8
2012-04-02,52,"Patchy light drizzle",0.8,6,16,15
2012-04-03,48,"Patchy light rain in area with thunder",4.7,8,17,18
2012-04-04,45,"Patchy rain nearby",5.9,5,15,14
2012-04-05,80,"Light rain shower",4.4,4,14,19
2012-04-06,18,Sunny,0.5,1,12,21
2012-04-07,46,"Patchy light drizzle",0.3,3,12,16
2012-04-08,2,Sunny,0.0,8,19,9
2012-04-09,0,Sunny,0.0,10,20,15
2012-04-10,9,Sunny,0.6,4,17,33
2012-04-11,20,Sunny,0.6,6,16,16
2012-04-12,22,"Patchy rain nearby",2.7,4,16,16
2012-04-13,16,Sunny,0.1,5,14,26
2012-04-14,26,"Patchy light rain in area with thunder",3.9,3,13,37
2012-04-15,18,Sunny,0.4,1,12,27
2012-04-16,9,Sunny,0.0,0,11,28
2012-04-17,15,Sunny,0.0,6,18,19
2012-04-18,56,"Partly Cloudy",1.2,6,13,30
2012-04-19,49,"Patchy rain nearby",2.7,4,14,33
2012-04-20,36,"Patchy rain nearby",1.0,6,16,24
2012-04-21,56,"Light rain shower",1.2,7,18,21
2012-04-22,10,Sunny,0.0,5,18,16
2012-04-23,30,"Partly Cloudy",0.0,5,16,22
2012-04-24,11,Sunny,0.0,5,16,13
2012-04-25,15,Sunny,0.1,10,17,33
2012-04-26,76,"Light drizzle",3.3,7,15,21
2012-04-27,52,"Patchy light drizzle",2.4,9,16,10
2012-04-28,61,"Patchy light rain",8.7,5,13,24
2012-04-29,48,"Patchy rain nearby",3.4,3,13,19
2012-04-30,26,"Patchy rain nearby",1.8,8,15,17
2012-05-01,16,Sunny,0.3,4,16,14
2012-05-02,32,"Partly Cloudy",0.3,6,18,15
2012-05-03,72,Cloudy,1.4,9,17,22
2012-05-04,41,"Light rain shower",3.0,7,16,31
2012-05-05,74,"Light rain shower",1.5,6,16,14
2012-05-06,20,"Patchy rain nearby",0.4,6,19,16
2012-05-07,14,Sunny,0.1,11,19,19
2012-05-08,56,"Partly Cloudy",1.1,11,23,15
2012-05-09,6,Sunny,0.0,14,26,9
2012-05-10,0,Sunny,0.0,17,31,9
2012-05-11,2,Sunny,0.0,17,32,10
2012-05-12,22,Sunny,0.0,15,31,16
2012-05-13,4,Sunny,0.4,16,30,12
2012-05-14,5,Sunny,0.0,14,28,16
2012-05-15,5,Sunny,0.0,11,28,14
2012-05-16,11,Sunny,0.1,14,30,14
2012-05-17,4,Sunny,0.2,15,28,24
